12857, 7.904, 75.930, 7.980, 767.300, 6194.000, 0.000
12934, 7.904, 75.080, 7.979, 796.800, 6292.000, 0.000
13011, 7.900, 75.120, 7.975, 769.300, 6066.000, 0.000
13088, 7.916, 77.260, 7.993, 759.600, 5938.000, 0.000
13165, 7.888, 83.490, 7.971, 858.600, 6766.000, 0.000
13241, 7.856, 96.340, 7.952, 985.500, 7744.000, 0.000
13317, 7.824, 99.370, 7.923, 1015.200, 7962.000, 0.000
13393, 7.860, 95.890, 7.956, 953.800, 7186.000, 0.000
13469, 7.868, 86.990, 7.955, 861.400, 6248.000, 0.000
13545, 7.804, 107.850, 7.912, 1082.200, 8432.000, 0.000

13621, 7.800, 108.460, 7.908, 1102.000, 8592.000, 0.000
13697, 7.792, 107.830, 7.900, 1090.600, 8372.000, 0.000
13773, 7.788, 108.320, 7.896, 1096.500, 8480.000, 0.000
13849, 7.796, 105.790, 7.902, 1102.600, 8592.000, 0.000
13925, 7.796, 107.540, 7.904, 1090.100, 8514.000, 0.000
14001, 7.804, 108.640, 7.913, 1104.200, 8300.000, 0.000
14077, 7.796, 105.440, 7.901, 1085.400, 8468.000, 0.000
14153, 7.808, 106.130, 7.914, 1033.200, 8058.000, 0.000
14229, 7.804, 107.180, 7.911, 1049.600, 8206.000, 0.000
14305, 7.800, 106.240, 7.906, 1049.400, 8488.000, 0.000
14382, 7.796, 106.160, 7.902, 1080.500, 8418.000, 0.000
14458, 7.832, 101.470, 7.933, 970.400, 7616.000, 0.000
14534, 7.784, 109.070, 7.893, 1089.400, 8094.000, 0.000
14610, 7.776, 114.500, 7.891, 1145.500, 8870.000, 0.000
14686, 7.768, 114.760, 7.883, 1133.200, 8808.000, 0.000
14762, 7.764, 114.690, 7.879, 1146.200, 8904.000, 0.000
14839, 7.768, 114.440, 7.882, 1149.900, 8942.000, 0.000
14916, 7.792, 102.010, 7.894, 1063.700, 8296.000, 0.000
14993, 7.792, 112.420, 7.904, 1104.500, 8878.000, 0.000
15069, 7.888, 80.670, 7.969, 812.700, 6576.000, 0.000
15145, 7.812, 100.280, 7.912, 1007.000, 7872.000, 0.000
15221, 7.796, 109.960, 7.906, 1095.200, 8530.000, 0.000
15297, 7.772, 112.800, 7.885, 1151.700, 8952.000, 0.000
15373, 7.768, 112.530, 7.881, 1171.700, 8802.000, 0.000
15449, 7.776, 112.800, 7.889, 1114.500, 8660.000, 0.000
15526, 7.772, 114.350, 7.886, 1125.300, 8750.000, 0.000
15603, 7.784, 110.290, 7.894, 1100.800, 8568.000, 0.000
15680, 7.840, 105.250, 7.945, 931.000, 7308.000, 0.000
15756, 7.884, 83.220, 7.967, 835.800, 6580.000, 0.000
15833, 7.808, 103.080, 7.911, 979.100, 7648.000, 0.000
15910, 7.888, 80.470, 7.968, 805.300, 6350.000, 0.000
15986, 7.868, 87.180, 7.955, 828.500, 6520.000, 0.000
16062, 7.828, 99.950, 7.928, 1007.300, 7878.000, 0.000
16138, 7.860, 90.320, 7.950, 844.100, 6774.000, 0.000
16215, 7.772, 112.730, 7.885, 1150.100, 9022.000, 0.000
16292, 7.820, 97.020, 7.917, 962.300, 7730.000, 0.000
16369, 7.756, 119.240, 7.875, 1227.100, 9512.000, 0.000
16445, 7.880, 82.020, 7.962, 788.400, 6212.000, 0.000
16522, 7.812, 99.970, 7.912, 1045.600, 7720.000, 0.000
16598, 7.776, 103.870, 7.880, 1111.800, 8756.000, 0.000
16675, 7.780, 109.600, 7.890, 1092.700, 8506.000, 0.000
16751, 7.772, 111.610, 7.884, 1121.600, 8740.000, 0.000
16828, 7.812, 104.660, 7.917, 1065.000, 8316.000, 0.000
