####################
# Startup Complete #
####################
#{"device_name": "ECE362CarTeam07",
#  "pid": [0.405000,0.065000,0.000000]
#}
#{"csv": "
time (ms), packet_id, bus voltage (V), total_current (mA), power (mW), loop time (ms) 
9538, 0, 7.960, 364.200, 2900.000, 9538 
9588, 1, 7.956, 361.900, 2930.000, 9545 
9638, 2, 7.960, 364.300, 2900.000, 9595 
9688, 3, 7.696, 1159.300, 8726.000, 9645 
9738, 4, 7.740, 951.600, 7380.000, 9695 
9788, 5, 7.604, 1601.800, 12000.000, 9745 
9838, 6, 7.656, 1383.300, 10518.000, 9795 
9888, 7, 7.740, 978.000, 7572.000, 9845 
9938, 8, 7.768, 934.800, 7110.000, 9895 
9988, 9, 7.776, 888.900, 6908.000, 9945 
10038, 10, 7.796, 836.000, 6540.000, 9995 
10088, 11, 7.804, 831.400, 6484.000, 10045 
10138, 12, 7.780, 837.800, 6738.000, 10095 
10188, 13, 7.792, 819.600, 6390.000, 10145 
10238, 14, 7.800, 815.700, 6364.000, 10195 
10288, 15, 7.788, 858.300, 6684.000, 10245 
10338, 16, 7.800, 831.300, 6488.000, 10295 
10388, 17, 7.808, 801.200, 5960.000, 10345 
10438, 18, 7.808, 811.700, 6334.000, 10395 
10488, 19, 7.804, 762.700, 6328.000, 10445 
10538, 20, 7.812, 777.000, 6068.000, 10495 
10588, 21, 7.808, 742.500, 6010.000, 10545 
10638, 22, 7.864, 639.900, 5026.000, 10595 
10688, 23, 7.852, 681.600, 5240.000, 10645 
10738, 24, 7.864, 630.200, 4954.000, 10695 
10788, 25, 7.848, 664.700, 5224.000, 10745 
10838, 26, 7.860, 648.600, 5086.000, 10795 
10888, 27, 7.860, 652.000, 5122.000, 10845 
10938, 28, 7.852, 646.900, 5164.000, 10895 
10988, 29, 7.864, 635.000, 4994.000, 10945 
11038, 30, 7.856, 663.300, 5086.000, 10995 
11088, 31, 7.848, 673.100, 5286.000, 11045 
11138, 32, 7.844, 686.600, 5324.000, 11095 
11188, 33, 7.852, 653.700, 5134.000, 11145 
11238, 34, 7.856, 649.000, 5098.000, 11195 
11288, 35, 7.852, 645.800, 5072.000, 11245 
11338, 36, 7.856, 654.300, 5138.000, 11295 
11388, 37, 7.868, 642.500, 5128.000, 11345 
11438, 38, 7.860, 628.700, 4938.000, 11395 
11488, 39, 7.848, 623.400, 5096.000, 11445 
11537, 40, 7.860, 651.500, 5132.000, 11494 
11587, 41, 7.792, 820.300, 6400.000, 11543 
11637, 42, 7.800, 815.000, 6338.000, 11593 
11687, 43, 7.796, 795.300, 6220.000, 11643 
11737, 44, 7.828, 797.900, 6232.000, 11693 
11787, 45, 7.804, 756.600, 5908.000, 11743 
11837, 46, 7.800, 790.700, 6170.000, 11793 
11887, 47, 7.804, 786.900, 6140.000, 11843 
11937, 48, 7.816, 776.400, 6058.000, 11893 
11987, 49, 7.824, 787.600, 6092.000, 11943 
12037, 50, 7.808, 767.600, 5994.000, 11993 
12087, 51, 7.804, 764.900, 6206.000, 12043 
12137, 52, 7.804, 758.400, 5922.000, 12093 
12188, 53, 7.812, 776.000, 6058.000, 12144 
12238, 54, 7.812, 797.700, 6226.000, 12195 
12287, 55, 7.848, 653.300, 5128.000, 12244 
12337, 56, 7.792, 842.700, 6304.000, 12293 
12387, 57, 7.804, 792.700, 6186.000, 12343 
12437, 58, 7.796, 821.500, 6466.000, 12393 
12487, 59, 7.800, 808.400, 6302.000, 12443 
12537, 60, 7.792, 792.500, 6364.000, 12493 
12587, 61, 7.816, 771.500, 6016.000, 12543 
12637, 62, 7.780, 820.200, 6538.000, 12593 
12687, 63, 7.804, 820.000, 6400.000, 12643 
12738, 64, 7.812, 784.200, 6128.000, 12694 
12788, 65, 7.860, 639.600, 5024.000, 12745 
12837, 66, 7.844, 686.200, 5380.000, 12794 
12887, 67, 7.792, 827.100, 6422.000, 12843 
12937, 68, 7.808, 809.200, 6302.000, 12893 
12987, 69, 7.808, 808.900, 6508.000, 12943 
13037, 70, 7.804, 803.700, 6272.000, 12993 
13087, 71, 7.800, 800.000, 6246.000, 13043 
13137, 72, 7.788, 799.500, 6222.000, 13093 
13187, 73, 7.800, 810.600, 6266.000, 13143 
13237, 74, 7.800, 796.000, 6222.000, 13193 
13287, 75, 7.800, 797.400, 6220.000, 13243 
13337, 76, 7.808, 807.400, 6246.000, 13293 
13387, 77, 7.808, 782.100, 6108.000, 13343 
13438, 78, 7.816, 777.700, 6078.000, 13394 
13487, 79, 7.808, 770.400, 6022.000, 13444 
13537, 80, 7.816, 766.100, 6184.000, 13493 
13587, 81, 7.808, 788.200, 6150.000, 13543 
13637, 82, 7.820, 781.000, 6112.000, 13593 
13687, 83, 7.804, 767.100, 5996.000, 13643 
13738, 84, 7.808, 758.600, 5932.000, 13694 
13788, 85, 7.860, 603.300, 4748.000, 13745 
13837, 86, 7.864, 612.800, 4820.000, 13794 
13888, 87, 7.820, 757.100, 5912.000, 13844 
13938, 88, 7.864, 624.100, 4738.000, 13895 
13988, 89, 7.860, 642.900, 5050.000, 13945 
14038, 90, 7.852, 653.400, 5030.000, 13995 
14087, 91, 7.848, 641.500, 5224.000, 14044 
14137, 92, 7.788, 844.600, 6584.000, 14093 
14187, 93, 7.784, 832.500, 6462.000, 14143 
14237, 94, 7.784, 820.600, 6394.000, 14193 
14287, 95, 7.784, 831.200, 6482.000, 14243 
14337, 96, 7.792, 822.500, 6416.000, 14293 
14387, 97, 7.820, 803.200, 6272.000, 14343 
14437, 98, 7.816, 801.800, 6222.000, 14393 
14488, 99, 7.820, 770.800, 6158.000, 14444 
14538, 100, 7.864, 614.300, 4830.000, 14495 
14588, 101, 7.808, 764.900, 5744.000, 14545 
14637, 102, 7.816, 744.300, 6104.000, 14594 
14687, 103, 7.820, 730.300, 5708.000, 14643 
14737, 104, 7.824, 755.800, 5912.000, 14693 
14787, 105, 7.824, 730.900, 5708.000, 14743 
14837, 106, 7.820, 716.600, 5606.000, 14793 
14887, 107, 7.824, 704.500, 5842.000, 14843 
14937, 108, 7.828, 716.700, 5606.000, 14893 
14987, 109, 7.820, 729.600, 5892.000, 14943 
15037, 110, 7.832, 726.300, 5678.000, 14993 
15087, 111, 7.824, 744.800, 5748.000, 15043 
15137, 112, 7.820, 711.700, 5564.000, 15093 
15187, 113, 7.820, 714.600, 5866.000, 15143 
15237, 114, 7.820, 736.100, 5754.000, 15193 
15288, 115, 7.820, 730.600, 5718.000, 15244 
15338, 116, 7.868, 606.500, 4772.000, 15295 
15388, 117, 7.860, 606.400, 4682.000, 15345 
15438, 118, 7.868, 611.300, 4808.000, 15395 
15488, 119, 7.860, 587.900, 4774.000, 15445 
15538, 120, 7.872, 604.500, 4754.000, 15495 
15588, 121, 7.856, 594.100, 4830.000, 15545 
15638, 122, 7.864, 604.300, 4748.000, 15595 
15688, 123, 7.864, 631.500, 4860.000, 15645 
15738, 124, 7.852, 632.500, 4968.000, 15695 
15788, 125, 7.856, 601.100, 4718.000, 15745 
15838, 126, 7.852, 622.500, 4890.000, 15795 
15888, 127, 7.852, 639.900, 5024.000, 15845 
15938, 128, 7.864, 642.800, 5000.000, 15895 
15988, 129, 7.856, 647.300, 5082.000, 15945 
16037, 130, 7.864, 642.800, 5046.000, 15994 
16087, 131, 7.800, 801.200, 6390.000, 16043 
16138, 132, 7.800, 791.400, 6216.000, 16094 
16188, 133, 7.820, 778.300, 6082.000, 16145 
16238, 134, 7.808, 788.300, 5970.000, 16195 
16288, 135, 7.864, 627.200, 4932.000, 16245 
16338, 136, 7.852, 644.900, 5070.000, 16295 
16388, 137, 7.856, 613.600, 4826.000, 16345 
16438, 138, 7.860, 632.500, 4968.000, 16395 
16488, 139, 7.864, 618.400, 4808.000, 16445 
16538, 140, 7.864, 637.400, 5008.000, 16495 
16588, 141, 7.860, 638.400, 4998.000, 16545 
16638, 142, 7.856, 636.200, 4994.000, 16595 
16688, 143, 7.796, 766.400, 6232.000, 16645 
16738, 144, 7.804, 789.100, 6154.000, 16695 
16788, 145, 7.860, 619.400, 4672.000, 16745 
16838, 146, 7.844, 655.500, 5152.000, 16795 
16888, 147, 7.852, 636.800, 5008.000, 16845 
16938, 148, 7.852, 631.400, 4964.000, 16895 
16988, 149, 7.848, 628.100, 4934.000, 16945 
17038, 150, 7.860, 622.200, 5004.000, 16995 
17088, 151, 7.864, 641.700, 5040.000, 17045 
17138, 152, 7.848, 630.900, 5062.000, 17095 
17187, 153, 7.848, 650.900, 4696.000, 17144 
17238, 154, 7.804, 809.100, 6314.000, 17194 
17288, 155, 7.868, 641.900, 5040.000, 17245 
17338, 156, 7.852, 658.400, 4918.000, 17295 
17388, 157, 7.848, 613.300, 4824.000, 17345 
17438, 158, 7.792, 800.500, 6248.000, 17395 
17488, 159, 7.800, 741.600, 5786.000, 17445 
17538, 160, 7.808, 733.700, 5728.000, 17495 
17588, 161, 7.808, 759.800, 6004.000, 17545 
17638, 162, 7.808, 743.000, 5804.000, 17595 
17688, 163, 7.852, 617.700, 5030.000, 17645 
17738, 164, 7.856, 612.000, 4810.000, 17695 
17787, 165, 7.856, 598.000, 4700.000, 17744 
17837, 166, 7.816, 766.700, 6056.000, 17793 
17887, 167, 7.804, 761.100, 5944.000, 17843 
17937, 168, 7.804, 739.100, 5940.000, 17893 
17987, 169, 7.816, 745.200, 5822.000, 17943 
18037, 170, 7.816, 718.000, 5614.000, 17993 
18087, 171, 7.808, 744.700, 5816.000, 18043 
18137, 172, 7.816, 743.600, 5806.000, 18093 
18187, 173, 7.820, 742.000, 5964.000, 18143 
18237, 174, 7.824, 745.600, 5830.000, 18193 
18288, 175, 7.816, 701.400, 5482.000, 18244 
18338, 176, 7.860, 610.600, 4732.000, 18295 
18388, 177, 7.860, 601.600, 4722.000, 18345 
18438, 178, 7.864, 612.200, 4692.000, 18395 
18488, 179, 7.864, 614.100, 4830.000, 18445 
18538, 180, 7.852, 631.000, 4964.000, 18495 
18588, 181, 7.856, 623.700, 4906.000, 18545 
18638, 182, 7.852, 638.200, 5016.000, 18595 
18688, 183, 7.856, 627.000, 4922.000, 18645 
18738, 184, 7.856, 618.500, 4856.000, 18695 
18788, 185, 7.848, 622.700, 5016.000, 18745 
18838, 186, 7.804, 797.900, 6230.000, 18795 
18888, 187, 7.856, 629.000, 4790.000, 18845 
18938, 188, 7.812, 769.200, 6000.000, 18895 
18988, 189, 7.812, 765.700, 6184.000, 18945 
19038, 190, 7.808, 734.500, 5734.000, 18995 
19088, 191, 7.860, 627.800, 4892.000, 19045 
19138, 192, 7.812, 756.100, 5908.000, 19095 
19188, 193, 7.816, 781.100, 6104.000, 19145 
19238, 194, 7.808, 740.300, 5780.000, 19195 
19288, 195, 7.812, 727.200, 5678.000, 19245 
19338, 196, 7.820, 733.300, 5856.000, 19295 
19388, 197, 7.820, 723.400, 5652.000, 19345 
19438, 198, 7.812, 714.900, 5650.000, 19395 
19488, 199, 7.828, 750.900, 5866.000, 19445 
19538, 200, 7.820, 718.000, 5822.000, 19495 
19588, 201, 7.816, 714.900, 5584.000, 19545 
19638, 202, 7.816, 712.100, 5832.000, 19595 
19688, 203, 7.824, 730.000, 5702.000, 19645 
19738, 204, 7.820, 702.100, 5488.000, 19695 
19788, 205, 7.828, 738.200, 5774.000, 19745 
19838, 206, 7.824, 714.400, 5590.000, 19795 
19888, 207, 7.824, 691.100, 5604.000, 19845 
19938, 208, 7.816, 720.500, 5632.000, 19895 
19988, 209, 7.824, 719.100, 5558.000, 19945 
20038, 210, 7.824, 723.400, 5652.000, 19995 
20088, 211, 7.816, 715.000, 5832.000, 20045 
20138, 212, 7.824, 742.600, 5800.000, 20095 
20188, 213, 7.812, 707.600, 5862.000, 20145 
20238, 214, 7.816, 712.500, 5568.000, 20195 
20288, 215, 7.828, 717.500, 5734.000, 20245 
20338, 216, 7.808, 708.000, 5534.000, 20295 
20388, 217, 7.816, 743.000, 5814.000, 20345 
20438, 218, 7.816, 704.400, 5502.000, 20395 
20488, 219, 7.820, 709.500, 5542.000, 20445 
20538, 220, 7.824, 724.600, 5722.000, 20495 
20588, 221, 7.824, 696.500, 5446.000, 20545 
20638, 222, 7.824, 706.000, 5780.000, 20595 
20688, 223, 7.828, 699.400, 5466.000, 20645 
20738, 224, 7.820, 717.200, 5506.000, 20695 
20788, 225, 7.864, 602.300, 4732.000, 20745 
20838, 226, 7.820, 744.400, 5580.000, 20795 
20888, 227, 7.812, 707.800, 5532.000, 20845 
20938, 228, 7.812, 714.700, 5584.000, 20895 
20988, 229, 7.816, 747.900, 5842.000, 20945 
21038, 230, 7.816, 737.500, 5764.000, 20995 
21088, 231, 7.824, 730.100, 5706.000, 21045 
21138, 232, 7.820, 700.500, 5476.000, 21095 
21188, 233, 7.812, 714.600, 5714.000, 21145 
21238, 234, 7.820, 714.300, 5580.000, 21195 
21288, 235, 7.812, 706.700, 5650.000, 21245 
21338, 236, 7.820, 735.300, 5744.000, 21295 
21388, 237, 7.820, 707.600, 5814.000, 21345 
21438, 238, 7.808, 717.800, 5606.000, 21395 
21488, 239, 7.828, 708.900, 5568.000, 21445 
21538, 240, 7.808, 755.600, 5898.000, 21495 
21588, 241, 7.804, 733.800, 5732.000, 21545 
21638, 242, 7.812, 749.200, 5846.000, 21595 
21688, 243, 7.800, 782.700, 6102.000, 21645 
21738, 244, 7.812, 762.200, 5994.000, 21695 
21788, 245, 7.804, 788.700, 6148.000, 21745 
21838, 246, 7.796, 738.500, 6160.000, 21795 
21888, 247, 7.800, 767.500, 5984.000, 21845 
21938, 248, 7.796, 768.600, 5940.000, 21895 
21988, 249, 7.792, 794.100, 6184.000, 21945 
22038, 250, 7.796, 791.800, 6128.000, 21995 
22088, 251, 7.788, 814.800, 6348.000, 22045 
22138, 252, 7.784, 766.400, 6374.000, 22095 
22188, 253, 7.792, 762.500, 5938.000, 22145 
22238, 254, 7.792, 792.700, 6176.000, 22195 
22288, 255, 7.792, 799.200, 6230.000, 22245 
22338, 256, 7.780, 796.500, 6216.000, 22295 
22388, 257, 7.792, 752.200, 6020.000, 22345 
22438, 258, 7.808, 747.800, 5820.000, 22395 
22488, 259, 7.844, 611.400, 4974.000, 22445 
22538, 260, 7.856, 634.400, 4978.000, 22495 
22588, 261, 7.844, 641.500, 5096.000, 22545 
22638, 262, 7.844, 647.400, 5082.000, 22595 
22688, 263, 7.844, 637.600, 5034.000, 22645 
22738, 264, 7.848, 643.100, 5044.000, 22695 
22788, 265, 7.836, 662.300, 5128.000, 22745 
22838, 266, 7.840, 640.200, 5024.000, 22795 
22888, 267, 7.840, 652.900, 5126.000, 22845 
22938, 268, 7.840, 658.300, 5158.000, 22895 
22988, 269, 7.840, 640.500, 5026.000, 22945 
23038, 270, 7.840, 652.600, 5144.000, 22995 
23088, 271, 7.844, 652.100, 5116.000, 23045 
23137, 272, 7.836, 644.700, 5052.000, 23094 
23187, 273, 7.776, 816.900, 6314.000, 23143 
23237, 274, 7.792, 799.200, 6220.000, 23193 
23287, 275, 7.796, 775.000, 6124.000, 23243 
23337, 276, 7.796, 787.900, 6140.000, 23293 
23387, 277, 7.800, 768.000, 6148.000, 23343 
23437, 278, 7.796, 771.900, 6014.000, 23393 
